Meditation,Attention,F8 -T4 ,F7 -T3 
64,50,744,-138
66,50,746,-138
67,48,750,-136
67,53,749,-138
63,51,747,-138
60,53,744,-141
63,46,747,-138
68,49,748,-140
68,48,748,-137
67,50,744,-137
61,52,742,-134
64,54,737,-135
65,55,739,-139
64,54,742,-138
64,56,743,-140
65,52,744,-137
66,51,747,-138
66,54,742,-138
68,53,739,-138
68,48,747,-136
61,44,754,-138
64,50,749,-137
62,55,742,-136
64,53,740,-132
63,50,745,-134
67,51,747,-136
66,50,748,-139
62,49,748,-138
63,49,748,-135
65,52,746,-137
66,54,743,-138
67,52,747,-139
65,50,748,-137
64,47,746,-138
61,42,750,-137
63,47,746,-136
65,49,747,-138
68,51,746,-137
67,50,748,-140
62,49,745,-135
62,49,745,-137
67,52,746,-135
67,57,744,-135
64,52,743,-136
65,51,741,-136
65,51,745,-139
63,50,748,-139
64,51,747,-137
67,49,743,-135
66,51,742,-135
64,46,746,-138
61,47,749,-137
62,53,746,-138
65,51,746,-140
63,46,747,-136
65,43,748,-136
65,49,744,-135
63,48,747,-136
65,51,747,-137
63,47,749,-138
65,49,745,-139
71,50,744,-137
64,49,747,-137
63,48,746,-139
61,53,746,-137
64,52,744,-139
65,49,750,-139
67,46,749,-138
65,48,747,-140
69,52,745,-137
65,54,746,-139
59,54,745,-135
60,55,744,-135
65,58,740,-138
63,50,747,-138
63,52,744,-135
62,48,744,-135
64,51,744,-138
66,48,744,-138
67,47,745,-138
67,51,745,-137
66,53,744,-137
65,52,745,-133
62,47,746,-135
62,47,746,-136
64,50,743,-140
64,52,740,-139
64,56,741,-138
62,55,742,-136
63,54,745,-140
67,52,744,-138
65,51,743,-139
65,57,740,-137
64,54,743,-138
64,54,740,-136
67,48,743,-136
68,51,742,-136
65,49,745,-140
65,49,745,-138
62,51,749,-139
63,49,747,-136
67,51,745,-133
65,53,741,-136
67,53,744,-135
66,56,746,-140
64,54,746,-142
66,53,742,-138
64,52,743,-136
65,51,746,-136
62,48,748,-136
65,51,749,-138
67,49,750,-142
62,50,749,-139
60,48,749,-139
65,48,749,-138
64,49,747,-135
66,49,746,-139
69,46,749,-138
63,49,748,-139
62,49,748,-139
65,50,745,-137
67,49,745,-139
65,49,745,-139
66,50,745,-138
67,47,751,-137
66,50,743,-140
63,49,744,-136
68,49,743,-137
65,51,746,-135
63,48,744,-134
63,50,741,-138
62,47,745,-138
58,49,746,-137
61,52,748,-136
65,52,746,-135
67,55,748,-138
65,51,745,-137
63,48,749,-135
63,51,746,-136
64,52,744,-138
64,53,743,-137
65,53,745,-138
66,51,748,-137
65,49,745,-134
66,50,748,-136
61,50,747,-137
60,51,747,-137
63,51,747,-137
63,50,748,-139
64,50,745,-138
63,57,745,-137
65,52,744,-140
64,52,743,-137
64,51,742,-134
65,50,744,-135
63,47,748,-137
65,50,744,-133
63,54,745,-139
62,53,746,-136
64,50,745,-136
63,51,742,-137
62,53,742,-136
60,51,746,-138
63,50,744,-140
65,50,748,-139
67,51,747,-137
67,53,743,-137
62,55,746,-135
64,53,747,-135
63,56,746,-138
67,53,744,-137
63,51,745,-135
63,50,746,-138
62,47,751,-138
65,51,748,-135
64,49,745,-139
66,53,742,-136
71,56,739,-138
62,53,742,-136
59,49,743,-139
63,51,745,-137
67,51,746,-139
65,57,744,-141
67,52,743,-140
67,52,742,-136
67,52,743,-137
62,54,743,-137
61,53,742,-139
64,53,740,-139
63,52,744,-134
64,54,742,-137
63,51,744,-140
65,51,746,-139
62,49,745,-134
63,51,743,-137
66,51,745,-140
65,52,745,-137
63,52,747,-139
62,51,748,-139
64,49,745,-137
62,47,744,-135
62,45,749,-138
58,49,750,-139
62,54,745,-136
65,52,748,-135
66,49,746,-138
63,49,747,-135
65,51,742,-137
66,52,741,-138
65,52,744,-136
62,42,751,-139
60,48,747,-138
64,53,742,-136
59,55,745,-137
61,50,749,-138
65,48,749,-136
64,51,744,-133
65,50,747,-136
66,50,746,-139
65,47,748,-136
65,48,747,-135
63,49,746,-138
64,51,745,-137
66,51,744,-138
65,51,745,-139
64,49,747,-138
65,47,747,-141
63,49,748,-139
66,48,747,-132
63,48,750,-135
65,49,746,-139
67,50,748,-140
65,50,746,-136
64,49,744,-136
65,51,746,-136
65,52,746,-140
63,53,743,-139
64,49,741,-140
65,49,743,-138
65,49,748,-136
66,50,749,-135
68,51,747,-137
62,50,747,-139
61,55,745,-136
65,53,743,-138
64,53,744,-136
62,51,743,-136
59,49,745,-135
62,48,748,-136
68,48,746,-136
68,53,745,-138
71,52,745,-136
66,48,743,-136
62,49,747,-138
67,47,747,-139
65,51,747,-136
61,50,744,-136
62,56,739,-139
66,51,743,-139
68,51,744,-135
63,51,745,-134
65,46,745,-132
66,44,746,-136
62,49,746,-140
64,50,743,-141
63,49,745,-135
64,51,743,-136
63,50,743,-136
62,49,748,-138
61,46,751,-139
64,52,748,-136
62,52,743,-137
61,55,737,-133
60,48,746,-138
60,48,748,-137
65,52,744,-139
67,52,742,-137
66,50,742,-134
64,49,743,-139
64,49,743,-136
65,52,745,-138
66,50,744,-137
64,49,745,-137
65,49,742,-135
65,51,742,-136
61,51,741,-136
62,54,740,-136
60,52,745,-136
64,50,746,-140
68,52,744,-138
65,53,745,-139
64,57,738,-138
65,56,739,-139
66,54,742,-137
63,45,749,-136
69,47,747,-136
66,48,748,-138
63,53,745,-135
67,52,742,-135
66,50,745,-139
63,48,746,-140
64,47,745,-138
65,49,744,-135
64,48,745,-135
64,49,749,-138
65,51,746,-135
66,51,741,-136
68,53,738,-137
65,48,744,-140
65,50,748,-140
64,51,749,-135
65,53,743,-137
67,53,745,-140
68,53,745,-137
61,49,746,-135
61,50,744,-137
64,52,746,-138
63,48,750,-138
64,51,747,-137
65,51,743,-135
66,50,745,-133
65,48,746,-136
63,44,748,-137
62,48,749,-136
64,48,750,-135
66,50,746,-137
70,48,748,-137
67,52,746,-139
64,52,744,-139
64,49,745,-138
66,51,741,-136
66,49,742,-136
66,54,739,-139
63,49,743,-135
61,53,742,-137
65,53,745,-137
64,51,741,-137
66,51,741,-139
64,49,745,-137
65,53,743,-135
64,46,745,-135
65,51,743,-132
66,51,745,-136
68,53,743,-136
66,49,743,-137
68,50,745,-140
67,52,745,-139
63,54,742,-138
64,48,744,-134
67,51,741,-136
62,49,744,-137
65,50,746,-142
66,52,744,-140
66,50,741,-134
66,51,743,-138
63,57,739,-138
63,53,742,-136
63,50,744,-136
63,51,745,-136
66,53,743,-135
61,54,741,-136
61,52,745,-137
63,54,746,-135
66,53,744,-136
65,47,748,-135
64,47,748,-136
63,46,749,-136
64,52,745,-137
64,53,741,-136
63,48,742,-136
66,52,743,-137
62,49,746,-136
64,53,744,-135
64,50,745,-136
64,46,745,-137
64,49,744,-138
65,52,745,-137
68,51,744,-137
67,53,741,-136
66,53,742,-135
66,53,744,-141
64,52,744,-138
65,49,744,-136
66,50,742,-135
66,48,747,-137
65,52,745,-139
62,52,745,-135
64,55,743,-135
65,54,743,-136
64,52,745,-140
60,51,743,-142
63,49,740,-141
61,48,747,-136
66,48,747,-135
66,52,746,-134
62,54,746,-135
64,55,743,-137
66,54,743,-136
67,51,744,-136
69,50,745,-138
67,50,746,-137
66,49,746,-134
61,53,743,-137
63,56,746,-138
69,50,745,-137
69,50,744,-138
66,49,741,-139
65,49,744,-134
64,49,746,-133
58,50,744,-137
62,52,742,-139
64,49,743,-139
66,49,744,-139
62,50,741,-136
62,48,745,-138
64,53,741,-136
63,54,741,-137
63,56,741,-137
64,49,745,-140
65,48,745,-138
66,54,745,-136
67,53,743,-136
64,50,744,-137
67,52,743,-138
63,52,743,-137
58,52,746,-134
63,53,747,-139
63,52,744,-139
66,54,738,-138
63,52,740,-139
63,47,749,-137
66,47,747,-138
67,49,744,-135
65,53,738,-135
65,52,740,-136
64,55,740,-137
65,54,741,-134
63,53,740,-138
63,51,741,-141
64,49,743,-138
64,52,742,-136
66,51,741,-137
67,49,742,-135
67,50,743,-133
67,49,745,-136
66,55,743,-141
64,52,744,-138
65,49,745,-138
68,46,747,-138
64,49,743,-138
64,53,744,-132
67,49,744,-135
68,48,745,-138
65,48,745,-135
65,50,746,-135
68,52,742,-134
67,52,742,-136
66,51,743,-137
62,52,748,-139
65,55,741,-138
68,51,742,-136
66,51,744,-138
64,50,745,-135
65,53,744,-135
66,52,746,-139
67,51,746,-137
67,49,745,-135
88,59,696,-130
88,59,697,-135
90,59,692,-136
88,57,693,-132
88,59,692,-134
90,59,693,-132
88,58,694,-136
87,61,694,-136
90,63,693,-130
87,58,697,-126
89,57,697,-129
89,55,701,-129
83,61,695,-130
86,58,696,-132
89,62,695,-131
91,64,702,-129
92,64,700,-127
90,62,700,-131
86,60,699,-129
88,61,698,-129
91,60,697,-130
87,63,697,-131
89,62,699,-129
91,64,697,-130
88,64,700,-129
87,64,699,-129
86,63,700,-129
87,63,702,-130
84,62,700,-130
89,62,699,-133
91,62,701,-128
87,63,699,-131
87,61,701,-134
84,63,695,-131
86,63,697,-132
88,62,696,-130
89,64,700,-132
88,65,698,-133
89,65,697,-134
90,62,696,-132
87,62,699,-125
87,58,700,-130
87,58,704,-125
85,59,703,-131
89,61,700,-132
89,60,699,-130
88,63,698,-131
89,63,699,-130
87,65,699,-128
88,62,698,-130
86,62,693,-134
90,60,695,-133
89,62,696,-132
85,61,700,-134
86,63,699,-134
85,63,697,-132
85,61,701,-131
89,59,702,-130
86,61,698,-132
84,58,698,-132
86,59,698,-130
86,56,698,-128
85,56,697,-124
87,58,695,-126
84,59,699,-127
87,58,700,-127
86,56,700,-125
88,54,701,-127
89,59,700,-129
86,58,701,-133
87,59,699,-131
88,61,700,-132
87,62,699,-130
87,63,699,-131
85,64,699,-130
83,63,702,-133
85,61,704,-132
86,66,701,-124
86,63,701,-127
88,62,699,-131
87,59,701,-132
86,61,696,-134
89,61,692,-129
87,59,693,-128
89,55,696,-131
90,59,696,-132
89,60,696,-128
88,58,696,-132
84,61,695,-130
84,58,698,-128
83,61,696,-135
85,63,696,-132
89,63,697,-131
84,56,699,-129
87,60,698,-124
88,58,698,-127
88,62,700,-137
88,63,700,-134
86,62,701,-128
86,61,703,-129
86,62,702,-130
86,65,695,-126
88,62,699,-129
88,64,698,-134
85,64,700,-130
85,63,702,-128
85,60,701,-128
86,63,696,-129
85,66,694,-129
86,59,698,-127
86,59,705,-129
86,53,706,-129
85,58,703,-130
87,61,698,-131
85,58,698,-129
86,58,700,-133
85,61,699,-135
86,63,696,-135
86,64,694,-136
86,64,695,-135
86,61,697,-131
86,61,696,-130
81,61,694,-132
83,58,695,-131
86,55,699,-131
86,56,697,-131
85,56,698,-126
83,57,697,-130
82,58,700,-126
83,61,700,-126
86,60,695,-132
89,55,699,-132
89,55,696,-131
88,60,694,-132
86,59,696,-139
90,60,695,-131
86,59,695,-135
89,61,693,-131
84,61,694,-130
85,62,695,-132
86,63,694,-132
86,57,702,-130
87,62,698,-128
83,58,704,-126
86,59,703,-129
83,61,706,-129
84,59,703,-129
87,61,699,-128
87,63,695,-128
86,63,694,-130
89,61,697,-129
82,59,698,-126
87,58,702,-126
87,61,700,-128
83,59,701,-127
85,59,703,-125
86,60,702,-126
85,60,699,-129
83,60,699,-130
83,61,700,-129
86,58,702,-130
86,62,700,-126
84,61,700,-127
83,58,699,-127
85,59,701,-130
83,62,700,-130
84,59,703,-132
85,58,707,-131
85,59,708,-124
83,63,701,-122
91,63,699,-127
87,61,697,-133
85,62,698,-132
86,59,697,-129
83,58,698,-130
85,63,697,-127
85,59,696,-131
84,60,696,-132
85,61,696,-131
84,62,694,-129
90,60,701,-131
87,63,700,-133
84,60,703,-130
82,59,703,-133
82,62,699,-133
90,62,696,-134
85,64,693,-129
84,62,695,-125
85,62,698,-126
84,61,702,-127
86,62,702,-129
88,62,702,-132
85,60,699,-132
86,57,699,-134
84,62,699,-131
84,60,698,-131
83,56,698,-134
81,56,698,-131
85,55,696,-129
83,58,698,-128
85,59,697,-132
86,61,695,-128
83,61,697,-129
84,61,698,-130
83,59,699,-131
82,60,698,-130
86,60,699,-127
88,65,698,-126
86,59,702,-132
86,61,699,-132
84,55,703,-126
85,60,698,-127
86,61,698,-126
84,59,699,-127
88,60,700,-130
87,58,695,-130
85,62,693,-131
82,60,694,-130
83,59,697,-130
85,57,698,-131
87,58,700,-129
89,65,694,-130
88,64,696,-134
85,63,697,-134
83,59,700,-136
85,57,697,-136
84,62,692,-130
86,61,694,-131
83,64,695,-129
80,58,699,-130
84,61,698,-134
84,64,695,-133
83,60,696,-129
81,57,698,-129
81,54,703,-128
85,58,701,-128
84,56,702,-126
86,62,696,-127
85,62,699,-131
83,62,698,-129
85,61,700,-130
82,62,700,-123
82,63,702,-126
83,63,701,-131
81,63,697,-132
85,58,697,-133
86,55,694,-130
83,63,695,-135
85,62,692,-138
84,61,693,-138
82,62,695,-133
82,63,698,-132
81,62,699,-131
82,62,697,-133
82,66,691,-129
84,66,696,-134
85,64,697,-132
84,65,698,-132
80,63,699,-135
82,54,705,-129
82,58,705,-124
85,58,704,-127
79,62,698,-126
82,61,698,-125
84,62,700,-126
84,60,698,-128
85,62,698,-128
82,58,697,-129
82,58,701,-130
85,54,701,-125
80,56,701,-126
83,58,699,-128
83,59,700,-128
84,59,701,-129
83,58,700,-128
85,57,700,-127
84,59,700,-129
79,58,700,-129
81,58,699,-127
81,58,698,-130
80,61,699,-129
84,57,701,-127
81,60,703,-131
85,63,695,-136
82,66,694,-130
79,65,697,-132
86,60,702,-132
81,61,700,-132
82,61,700,-131
84,64,698,-128
81,62,700,-123
81,60,697,-127
84,61,696,-130
80,60,698,-127
83,60,696,-129
82,59,698,-129
78,59,698,-128
83,62,696,-128
82,61,697,-126
83,58,698,-132
84,58,697,-130
80,57,697,-129
83,57,698,-135
86,63,697,-130
82,61,698,-131
81,63,696,-127
80,62,695,-128
80,62,695,-131
83,63,694,-132
82,63,692,-131
80,57,699,-124
81,57,701,-126
79,60,696,-132
81,63,695,-132
84,59,695,-129
82,60,693,-130
81,60,695,-135
84,59,697,-132
81,62,694,-133
81,57,695,-132
80,58,695,-130
83,58,696,-131
85,58,697,-131
83,61,696,-129
83,61,700,-125
83,61,700,-128
82,61,702,-128
81,59,700,-130
81,61,705,-130
83,60,704,-130
82,62,701,-129
79,64,695,-129
85,64,698,-131
83,65,696,-132
82,64,701,-132
82,60,703,-129
82,59,704,-130
82,59,703,-132
82,62,702,-133
80,65,697,-131
79,62,698,-128
84,61,695,-131
84,60,696,-133
83,60,695,-127
85,60,695,-126
79,60,694,-129
83,63,693,-135
85,62,696,-134
78,61,699,-132
83,58,700,-135
80,60,699,-134
80,59,698,-135
80,64,697,-131
82,60,700,-128
80,66,696,-136
81,64,695,-137
80,60,697,-131
82,59,701,-129
81,56,705,-129
78,62,700,-128
83,62,698,-132
84,64,697,-133
82,62,699,-127
77,60,698,-124
80,60,701,-126
83,61,697,-129
81,64,695,-130
86,62,695,-125
78,61,697,-126
81,61,700,-131
80,63,697,-135
80,64,696,-132
81,62,697,-131
81,60,701,-131
80,63,696,-131
81,62,699,-131
82,60,698,-128
78,59,699,-132
80,61,696,-129
84,62,696,-132
84,59,698,-132
81,55,698,-129
81,56,698,-132
81,59,696,-135
83,56,695,-135
81,57,698,-128
81,58,700,-126
78,59,700,-125
80,63,699,-126
83,61,700,-128
82,61,701,-126
81,56,706,-131
81,57,700,-128
80,61,698,-132
80,61,697,-126
81,57,701,-126
80,56,701,-128
84,61,699,-131
85,62,698,-133
80,60,699,-133
80,60,700,-129
80,62,698,-129
80,62,696,-132
85,63,697,-132
84,62,696,-131
80,59,700,-129
82,56,696,-133
83,55,700,-130
83,62,693,-128
83,58,698,-129
81,61,699,-126
84,62,698,-131
80,62,695,-133
82,60,695,-135
82,64,698,-134
84,64,698,-130
79,61,700,-136
80,61,695,-131
83,62,697,-128
84,64,699,-134
81,65,697,-133
82,61,697,-128
83,63,697,-129
80,61,694,-130
81,55,702,-133
80,58,703,-132
80,62,699,-129
86,64,699,-128
80,59,699,-128
82,59,702,-132
83,58,701,-132
78,59,698,-130
82,53,699,-128
82,56,696,-126
85,57,696,-127
82,57,698,-132
80,64,698,-137
82,62,700,-131
80,62,698,-127
84,61,697,-129
81,65,695,-139
81,62,695,-136
86,63,700,-124
79,57,702,-132
79,57,700,-131
80,62,697,-131
81,64,691,-136
81,63,697,-134
82,60,697,-130
81,59,695,-136
78,58,695,-132
82,58,696,-133
78,59,696,-129
84,58,694,-132
84,62,693,-129
82,62,696,-131
82,60,698,-133
78,57,703,-127
80,59,703,-130
81,62,699,-130
80,63,700,-130
79,63,695,-132
80,61,698,-132
83,64,695,-130
80,60,696,-134
80,59,696,-136
83,57,698,-127
83,61,698,-131
81,62,699,-130
79,62,698,-127
77,64,695,-129
81,66,694,-127
77,64,697,-130
80,60,700,-127
78,61,700,-130
79,63,703,-130
81,62,702,-132
83,60,697,-135
80,63,694,-133
82,65,694,-131
83,63,698,-134
81,60,698,-136
81,62,698,-135
78,60,698,-129
77,63,698,-128
78,63,696,-128
84,66,696,-131
79,65,697,-136
81,66,699,-132
80,59,702,-128
76,59,702,-130
82,60,701,-128
77,64,700,-125
77,61,703,-125
80,58,706,-131
75,59,706,-127
78,61,703,-129
81,57,706,-129
79,62,702,-128
80,62,699,-129
80,66,697,-130
79,63,698,-130
77,60,702,-132
81,61,701,-133
77,58,703,-131
77,60,701,-131
80,61,699,-131
85,62,694,-131
83,61,694,-133
80,57,695,-132
79,58,698,-132
83,58,698,-135
79,61,695,-130
83,59,698,-127
79,59,698,-128
83,60,700,-131
82,62,700,-128
77,57,702,-125
76,60,700,-127
80,61,700,-129
83,65,699,-128
78,63,700,-129
78,61,704,-127
77,57,707,-126
77,62,706,-129
79,61,704,-132
78,66,700,-129
77,60,704,-128
80,61,704,-131
80,60,704,-134
77,60,702,-134
82,63,699,-134
81,60,698,-129
77,57,700,-129
78,64,695,-130
78,61,697,-133
77,62,695,-130
80,59,695,-133
83,58,695,-132
81,60,694,-134
80,60,698,-129
79,55,700,-130
77,54,701,-129
79,60,695,-131
81,58,697,-133
78,57,692,-135
78,59,695,-131
80,63,693,-130
77,63,697,-129
78,62,701,-129
76,59,703,-124
73,60,701,-125
78,60,698,-128
80,59,700,-127
79,59,702,-128
76,61,701,-128
80,63,703,-129
81,62,700,-130
77,62,700,-130
79,61,700,-128
80,63,697,-129
77,65,699,-128
80,61,701,-126
78,59,707,-128
75,64,701,-128
78,63,698,-128
75,56,701,-125
78,58,702,-127
78,64,700,-132
79,62,698,-134
79,62,698,-135
76,58,698,-128
80,60,700,-129
77,58,696,-127
78,56,696,-125
80,58,695,-128
77,58,696,-131
77,61,696,-134
79,63,695,-134
76,63,693,-133
77,63,695,-134
81,59,696,-133
75,60,698,-131
78,61,701,-132
77,63,696,-129
77,64,695,-132
78,65,695,-131
79,60,700,-133
78,58,703,-133
73,58,700,-131
77,58,702,-130
77,63,698,-124
79,63,697,-128
79,62,700,-130
76,56,699,-126
79,58,701,-129
81,55,697,-128
81,55,698,-129
78,61,695,-131
78,57,699,-128
77,54,697,-134
82,56,698,-132
80,56,698,-131
80,57,695,-130
80,58,690,-132
75,55,692,-133
75,57,694,-133
75,59,694,-131
76,56,695,-129
75,54,699,-131
78,58,700,-129
75,58,700,-127
78,63,698,-126
74,62,698,-130
76,63,701,-132
79,61,701,-128
79,62,707,-129
79,62,705,-130
74,64,701,-132
77,65,700,-131
80,64,699,-130
80,61,703,-126
77,62,699,-121
82,60,703,-130
83,64,699,-128
76,59,705,-130
82,59,703,-133
81,61,699,-132
79,64,697,-133
78,60,696,-132
80,62,697,-133
76,62,695,-132
76,61,696,-131
74,60,698,-128
82,61,698,-122
77,59,701,-130
78,60,697,-129
77,62,698,-136
75,64,699,-139
79,63,695,-130
79,62,696,-134
76,63,692,-136
77,64,699,-132
79,58,699,-126
78,59,697,-124
79,63,692,-128
78,61,695,-131
79,64,693,-133
79,57,696,-135
81,58,698,-131
82,58,699,-133
77,59,698,-135
78,59,698,-136
78,62,698,-133
74,62,698,-132
79,60,697,-136
80,61,698,-133
77,61,693,-130
75,59,697,-132
78,60,698,-136
77,59,700,-130
79,60,699,-128
77,60,700,-129
81,59,700,-131
79,63,699,-128
77,61,699,-128
78,62,700,-127
75,61,700,-133
78,63,695,-135
79,61,692,-130
81,59,692,-134
78,56,693,-130
79,61,694,-134
79,61,691,-135
78,63,688,-132
78,61,692,-131
76,58,695,-131
77,57,694,-131
80,56,701,-132
78,62,699,-134
77,62,697,-134
78,57,700,-129
78,59,696,-129
77,60,701,-125
77,64,701,-132
76,64,704,-133
77,66,700,-126
78,61,700,-126
78,56,695,-126
75,57,699,-127
79,58,697,-130
81,57,700,-131
80,63,696,-129
75,61,695,-132
77,59,699,-130
76,57,700,-127
78,58,699,-131
76,61,697,-129
74,62,696,-132
78,60,698,-131
78,61,699,-134
77,61,703,-132
78,60,698,-129
76,65,697,-128
78,62,701,-129
79,62,701,-135
78,61,699,-131
78,62,696,-132
80,59,697,-132
80,59,698,-130
78,60,697,-129
79,62,701,-129
76,58,701,-133
76,60,701,-130
81,61,703,-128
77,66,698,-130
76,60,702,-127
75,59,698,-128
73,52,704,-127
77,54,700,-128
77,59,696,-131
74,60,696,-124
77,56,700,-126
78,58,701,-129
78,56,702,-128
78,61,700,-126
74,60,701,-126
74,59,700,-129
74,57,702,-129
75,62,699,-128
74,59,702,-132
78,60,703,-132
76,61,703,-129
76,60,702,-128
79,59,700,-127
76,60,699,-129
78,59,701,-131
78,56,698,-129
80,61,693,-136
81,58,692,-133
81,57,693,-135
72,57,694,-129
77,59,696,-125
82,61,694,-132
70,56,696,-127
77,58,694,-135
68,57,690,-134
78,59,682,-131
77,56,689,-134
73,63,681,-131
89,57,688,-132
86,60,687,-126
71,64,683,-129
76,65,681,-130
74,69,679,-130
77,72,678,-126
86,72,673,-126
91,68,669,-131
78,72,666,-131
81,72,662,-135
87,79,651,-133
81,75,648,-129
69,73,646,-131
53,72,642,-134
56,69,642,-128
51,74,637,-134
49,71,639,-134
75,73,661,-129
79,68,713,-130
56,64,776,-126
53,59,852,-135
73,56,919,-131
67,49,975,-133
61,47,1005,-132
66,48,1009,-132
57,33,1000,-133
60,40,966,-133
63,38,928,-131
61,31,895,-131
62,34,859,-132
56,37,825,-134
56,37,787,-132
57,38,755,-135
60,37,726,-138
62,37,705,-136
66,35,691,-135
64,36,672,-137
65,38,659,-131
63,36,650,-129
61,40,644,-130
64,47,633,-131
68,41,633,-133
67,43,628,-133
67,45,626,-133
69,42,627,-129
69,46,624,-130
65,50,622,-130
66,49,627,-128
69,51,629,-130
72,52,635,-129
67,55,636,-128
69,53,640,-132
70,50,644,-131
72,50,649,-132
72,52,655,-130
71,51,659,-126
71,51,661,-127
70,49,664,-127
67,51,661,-127
67,48,667,-124
68,52,669,-126
69,56,667,-127
73,54,669,-129
75,54,675,-130
74,51,679,-129
76,52,684,-129
79,55,680,-127
77,54,681,-125
75,50,685,-127
70,52,683,-127
74,56,683,-129
73,54,688,-128
79,57,688,-125
78,55,692,-126
75,56,692,-127
76,55,695,-127
78,56,696,-126
76,54,699,-126
75,55,698,-131
74,58,698,-131
74,56,697,-126
74,55,700,-129
74,56,701,-131
75,58,700,-129
77,56,699,-131
75,55,700,-129
74,55,700,-128
78,54,703,-135
80,58,700,-131
79,57,698,-126
75,54,696,-129
74,52,698,-128
76,54,697,-129
77,59,695,-129
76,59,700,-129
78,56,701,-129
77,58,701,-129
77,60,699,-133
75,60,699,-130
75,60,698,-128
77,62,697,-130
78,60,700,-132
79,62,700,-133
77,57,700,-126
74,59,701,-126
76,61,702,-132
78,60,703,-130
79,60,701,-129
77,61,700,-123
75,65,697,-127
79,62,698,-129
73,57,702,-131
77,54,702,-130
77,58,700,-126
73,56,700,-128
74,60,699,-133
74,62,696,-126
75,58,699,-123
78,58,696,-128
76,66,694,-131
74,64,695,-132
76,60,695,-128
74,58,696,-131
73,60,692,-133
78,57,696,-133
77,57,695,-133
78,59,698,-131
74,61,695,-132
76,64,696,-133
78,65,694,-131
78,59,699,-134
81,57,700,-131
73,56,695,-128
74,59,696,-129
77,57,698,-133
77,61,699,-128
74,62,700,-126
74,59,698,-126
75,59,699,-125
76,54,701,-127
77,57,699,-129
73,62,700,-125
73,57,701,-127
77,55,699,-127
77,58,698,-130
76,60,701,-130
77,57,705,-126
77,55,704,-126
75,62,696,-130
77,62,694,-130
76,63,695,-127
78,59,699,-129
77,56,703,-129
74,58,699,-131
77,55,699,-132
81,57,695,-132
75,57,694,-126
79,60,696,-128
75,57,698,-129
76,57,700,-130
74,56,694,-133
76,57,694,-132
75,56,696,-131
74,59,699,-129
73,60,700,-128
76,62,698,-129
74,61,701,-132
75,58,701,-126
78,59,698,-126
81,61,695,-129
78,59,699,-130
79,59,702,-130
78,59,702,-128
77,61,699,-129
73,57,702,-130
78,59,700,-132
78,62,699,-130
76,61,697,-126
78,64,697,-130
80,60,697,-133
76,59,696,-129
76,64,694,-132
76,63,695,-128
78,61,695,-129
78,59,699,-131
77,56,700,-130
72,54,700,-123
72,56,698,-128
75,59,699,-129
75,61,701,-131
79,62,700,-131
76,59,700,-128
77,56,699,-129
75,57,698,-134
75,59,697,-128
75,59,694,-126
78,59,696,-128
77,61,696,-124
77,63,697,-132
79,64,701,-135
73,65,695,-133
76,63,697,-134
76,58,699,-131
75,60,698,-134
80,63,698,-136
79,65,694,-133
78,65,689,-132
75,61,692,-128
74,59,693,-129
77,61,697,-129
75,61,700,-129
77,60,699,-133
80,61,697,-131
75,59,698,-132
77,60,702,-128
76,59,702,-125
75,62,700,-125
76,60,700,-127
75,60,702,-126
76,57,703,-131
77,59,700,-127
75,59,699,-129
74,63,699,-128
73,65,696,-131
78,60,698,-128
78,58,698,-126
79,61,694,-130
75,62,696,-129
74,63,695,-130
77,63,699,-136
76,58,697,-133
76,62,696,-130
72,61,696,-134
75,64,697,-132
78,60,696,-130
75,60,696,-131
77,59,698,-132
75,59,699,-132
75,64,700,-129
78,62,701,-130
74,63,700,-125
75,63,702,-132
76,64,700,-130
73,61,699,-129
73,60,698,-129
74,61,695,-128
74,63,697,-130
74,63,695,-135
74,60,693,-132
76,59,694,-132
72,58,690,-132
74,58,689,-131
75,56,689,-131
79,56,694,-137
78,58,691,-134
76,59,693,-129
76,59,698,-132
78,62,700,-126
77,61,701,-133
74,59,701,-130
76,58,700,-128
79,59,699,-129
73,63,700,-129
77,67,700,-130
76,61,701,-129
76,62,701,-130
76,65,700,-129
77,60,702,-129
76,55,706,-126
75,58,705,-126
77,59,700,-129
74,63,698,-125
73,54,700,-125
72,56,700,-128
72,58,701,-126
74,63,698,-125
73,64,696,-126
76,63,696,-131
79,62,697,-131
76,64,694,-136
76,64,694,-132
76,63,693,-131
74,63,697,-131
73,62,696,-132
78,57,704,-129
78,53,704,-129
75,56,700,-130
76,59,696,-125
77,59,694,-131
77,58,698,-128
78,57,701,-131
73,60,702,-129
76,62,704,-123
78,64,700,-124
75,61,700,-129
77,60,700,-127
77,60,700,-127
75,61,699,-131
77,61,699,-128
75,59,697,-126
74,58,698,-127
78,61,699,-129
76,62,697,-131
77,61,700,-130
79,62,697,-131
74,64,699,-132
76,64,700,-131
73,61,703,-128
76,64,701,-126
77,59,706,-126
77,56,705,-124
77,58,706,-127
76,61,703,-127
80,64,701,-130
77,57,704,-131
74,60,701,-126
75,61,697,-124
79,66,694,-126
75,61,697,-130
75,59,699,-131
76,63,698,-130
76,65,697,-132
76,60,699,-133
77,54,704,-134
73,57,701,-126
72,60,696,-129
76,62,690,-130
78,59,692,-130
78,61,694,-132
74,60,695,-137
72,62,700,-135
77,65,694,-130
76,67,693,-134
74,64,696,-136
75,62,700,-132
